institution_name,fips_state_code,longitude,latitude,total_enrollment,full-time_enrollment,part-time_enrollment,control,level
Bergin University of Canine Studies,California,-122.681639,38.303233,60.0,34.0,26.0,Private not-for-profit,4-year or above
Berkeley City College,California,-122.269877,37.869769,6053.0,1648.0,4405.0,Public,2-year
Berkeley College-New York,New York,-73.979458,40.753986,3696.0,2834.0,862.0,Private for-profit,4-year or above
Berkeley College-Woodland Park,New Jersey,-74.189483,40.898587,3468.0,2445.0,1023.0,Private for-profit,4-year or above
Berklee College of Music,Massachusetts,-71.089405,42.346646,6963.0,5459.0,1504.0,Private not-for-profit,4-year or above
Berkshire Community College,Massachusetts,-73.314704,42.45975,1696.0,553.0,1143.0,Public,2-year
Berry College,Georgia,-85.18920200000002,34.290414,2014.0,1934.0,80.0,Private not-for-profit,4-year or above
Best Care College,New Jersey,-74.22111600000002,40.765332,33.0,33.0,0.0,Private for-profit,2-year
Bet Medrash Gadol Ateret Torah,New York,-73.969945,40.607809,106.0,106.0,0.0,Private not-for-profit,4-year or above
Beth Hamedrash Shaarei Yosher Institute,New York,-73.981202,40.635444,74.0,74.0,0.0,Private not-for-profit,4-year or above
Beth Medrash Govoha,New Jersey,-74.2221,40.09568,6655.0,6286.0,369.0,Private not-for-profit,4-year or above
Beth Medrash Meor Yitzchok,New York,-74.060843,41.100906,139.0,139.0,0.0,Private not-for-profit,4-year or above
Beth Medrash of Asbury Park,New Jersey,-74.21081600000002,40.043705,58.0,58.0,0.0,Private not-for-profit,4-year or above
Bethany College,West Virginia,-80.560056,40.205819,581.0,574.0,7.0,Private not-for-profit,4-year or above
Bethany College,Kansas,-97.67367,38.580598,891.0,837.0,54.0,Private not-for-profit,4-year or above
Bethany Global University,Minnesota,-93.371754,44.795501,346.0,310.0,36.0,Private not-for-profit,4-year or above
Bethany Lutheran College,Minnesota,-93.990805,44.166649,739.0,593.0,146.0,Private not-for-profit,4-year or above
Bethel College,Virginia,-76.409526,37.04127,31.0,12.0,19.0,Private not-for-profit,4-year or above
Bethel College-Indiana,Indiana,-86.194686,41.678399,1513.0,1102.0,411.0,Private not-for-profit,4-year or above
Bethel College-North Newton,Kansas,-97.343256,38.075169,444.0,430.0,14.0,Private not-for-profit,4-year or above
Bethel University,Tennessee,-88.516762,36.137848,5407.0,3555.0,1852.0,Private not-for-profit,4-year or above
Bethel University,Minnesota,-93.161663,45.057655,3692.0,2801.0,891.0,Private not-for-profit,4-year or above
Bethesda University,California,-117.941323,33.842295,371.0,254.0,117.0,Private not-for-profit,4-year or above
Bethune-Cookman University,Florida,-81.032946,29.207195,3773.0,3608.0,165.0,Private not-for-profit,4-year or above
Beulah Heights University,Georgia,-84.35768,33.736993,416.0,155.0,261.0,Private not-for-profit,4-year or above
Beverly Hills Design Institute,California,-118.375621,34.06463,9.0,5.0,4.0,Private for-profit,4-year or above
Bevill State Community College,Alabama,-87.266406,33.836929,3745.0,1455.0,2290.0,Public,2-year
Big Bend Community College,Washington,-119.325678,47.183651,2044.0,1456.0,588.0,Public,2-year
Big Sandy Community and Technical College,Kentucky,-82.778847,37.688248,4375.0,1792.0,2583.0,Public,2-year
Binghamton University,New York,-75.966889,42.087868,17768.0,15748.0,2020.0,Public,4-year or above
Biola University,California,-118.014374,33.906203000000005,6109.0,4656.0,1453.0,Private not-for-profit,4-year or above
Birmingham Southern College,Alabama,-86.85055200000002,33.513774,1268.0,1261.0,7.0,Private not-for-profit,4-year or above
Birthingway College of Midwifery,Oregon,-122.538471,45.476809,31.0,10.0,21.0,Private not-for-profit,4-year or above
Bishop State Community College,Alabama,-88.05698199999998,30.693972,2860.0,1425.0,1435.0,Public,2-year
Bismarck State College,North Dakota,-100.816534,46.821459,3778.0,2040.0,1738.0,Public,4-year or above
Black Hawk College,Illinois,-90.447799,41.477283,4333.0,1625.0,2708.0,Public,2-year
Black Hills State University,South Dakota,-103.870966,44.494889,4035.0,2062.0,1973.0,Public,4-year or above
Black River Technical College,Arkansas,-90.951033,36.239793,1582.0,902.0,680.0,Public,2-year
Blackburn College,Illinois,-89.87024100000002,39.287896,566.0,548.0,18.0,Private not-for-profit,4-year or above
Blackfeet Community College,Montana,-113.00938700000002,48.551927,305.0,249.0,56.0,Private not-for-profit,2-year
Blackhawk Technical College,Wisconsin,-89.016254,42.593159,2222.0,820.0,1402.0,Public,2-year
Bladen Community College,North Carolina,-78.73111899999998,34.644690999999995,1017.0,187.0,830.0,Public,2-year
Blessing Rieman College of Nursing and Health Sciences,Illinois,-91.399045,39.936549,211.0,145.0,66.0,Private not-for-profit,4-year or above
Blinn College,Texas,-96.40852,30.160457,21623.0,9431.0,12192.0,Public,2-year
Bloomfield College,New Jersey,-74.19430899999998,40.795105,1685.0,1570.0,115.0,Private not-for-profit,4-year or above
Bloomsburg University of Pennsylvania,Pennsylvania,-76.44784399999998,41.00782,8909.0,7836.0,1073.0,Public,4-year or above
Blue Cliff College-Alexandria,Louisiana,-92.475371,31.276699,459.0,459.0,0.0,Private for-profit,2-year
Blue Cliff College-Metairie,Louisiana,-90.172771,30.002779,861.0,861.0,0.0,Private for-profit,2-year
Blue Mountain College,Mississippi,-89.02924,34.672090000000004,640.0,587.0,53.0,Private not-for-profit,4-year or above
Blue Mountain Community College,Oregon,-118.816944,45.677313,1681.0,853.0,828.0,Public,2-year
Blue Ridge Community and Technical College,West Virginia,-78.001918,39.43529,6273.0,1113.0,5160.0,Public,2-year
Blue Ridge Community College,North Carolina,-82.42554399999999,35.30804000000001,2186.0,625.0,1561.0,Public,2-year
Blue Ridge Community College,Virginia,-78.937471,38.279075,4099.0,1191.0,2908.0,Public,2-year
Bluefield College,Virginia,-81.24623299999998,37.244557,1156.0,1008.0,148.0,Private not-for-profit,4-year or above
Bluefield State College,West Virginia,-81.239037,37.265732,1275.0,985.0,290.0,Public,4-year or above
Bluegrass Community and Technical College,Kentucky,-84.503665,38.024808,9525.0,4271.0,5254.0,Public,2-year
Bluffton University,Ohio,-83.899439,40.895606,770.0,667.0,103.0,Private not-for-profit,4-year or above
Bnos Zion Of Bobov Seminary,New York,-73.991157,40.633353,122.0,122.0,0.0,Private not-for-profit,2-year
Bob Jones University,South Carolina,-82.365838,34.874016,3005.0,2357.0,648.0,Private not-for-profit,4-year or above
Boise Bible College,Idaho,-116.291321,43.658651,110.0,96.0,14.0,Private not-for-profit,4-year or above
Boise State University,Idaho,-116.203301,43.604284,25504.0,13895.0,11609.0,Public,4-year or above
Bolivar Technical College,Missouri,-93.421572,37.623766,120.0,66.0,54.0,Private not-for-profit,2-year
Bon Secours Memorial College of Nursing,Virginia,-77.43356899999998,37.646698,458.0,222.0,236.0,Private not-for-profit,4-year or above
Boricua College,New York,-73.9458,40.833434,731.0,731.0,0.0,Private not-for-profit,4-year or above
Bossier Parish Community College,Louisiana,-93.646881,32.539551,6596.0,3434.0,3162.0,Public,2-year
Boston Architectural College,Massachusetts,-71.085786,42.348467,663.0,580.0,83.0,Private not-for-profit,4-year or above
Boston Baptist College,Massachusetts,-71.1103,42.254037,81.0,45.0,36.0,Private not-for-profit,4-year or above
Boston College,Massachusetts,-71.16924200000003,42.336213,14720.0,13165.0,1555.0,Private not-for-profit,4-year or above
Boston University,Massachusetts,-71.10794200000002,42.351118,34657.0,28287.0,6370.0,Private not-for-profit,4-year or above
Bowdoin College,Maine,-69.963942,43.907134,1828.0,1825.0,3.0,Private not-for-profit,4-year or above
Bowie State University,Maryland,-76.759721,39.018185,6320.0,4884.0,1436.0,Public,4-year or above
Bowling Green State University-Firelands,Ohio,-82.59415600000001,41.39752100000001,1997.0,986.0,1011.0,Public,2-year
Bowling Green State University-Main Campus,Ohio,-83.640896,41.375513,17540.0,14323.0,3217.0,Public,4-year or above
Bradford School,Ohio,-82.911808,40.023538,324.0,324.0,0.0,Private for-profit,2-year
Bradley University,Illinois,-89.616786,40.696896,5882.0,4839.0,1043.0,Private not-for-profit,4-year or above
Brandeis University,Massachusetts,-71.26015500000003,42.365727,5800.0,5267.0,533.0,Private not-for-profit,4-year or above
Brandman University,California,-117.76901200000002,33.656401,8766.0,3245.0,5521.0,Private not-for-profit,4-year or above
Brazosport College,Texas,-95.40934,29.048604,4311.0,825.0,3486.0,Public,4-year or above
Brenau University,Georgia,-83.821513,34.303117,2842.0,1528.0,1314.0,Private not-for-profit,4-year or above
Brescia University,Kentucky,-87.111639,37.769041,1015.0,802.0,213.0,Private not-for-profit,4-year or above
Brevard College,North Carolina,-82.72949399999997,35.236763,702.0,687.0,15.0,Private not-for-profit,4-year or above
Brewton-Parker College,Georgia,-82.586136,32.185718,826.0,454.0,372.0,Private not-for-profit,4-year or above
Briar Cliff University,Iowa,-96.428444,42.526443,1229.0,838.0,391.0,Private not-for-profit,4-year or above
BridgeValley Community & Technical College,West Virginia,-81.6983,38.353846,1689.0,1048.0,641.0,Public,2-year
Bridgewater College,Virginia,-78.96900699999998,38.378484,1857.0,1850.0,7.0,Private not-for-profit,4-year or above
Bridgewater State University,Massachusetts,-70.974553,41.98749,10990.0,8344.0,2646.0,Public,4-year or above
Brigham Young University-Hawaii,Hawaii,-157.926586,21.642074,3176.0,2868.0,308.0,Private not-for-profit,4-year or above
Brigham Young University-Idaho,Idaho,-111.782431,43.81840800000001,42341.0,18335.0,24006.0,Private not-for-profit,4-year or above
Brigham Young University-Provo,Utah,-111.649281,40.250851,34499.0,30162.0,4337.0,Private not-for-profit,4-year or above
Bristol Community College,Massachusetts,-71.11913299999998,41.721994,7214.0,3051.0,4163.0,Public,2-year
Broadview University-West Jordan,Utah,-111.942296,40.609883,69.0,57.0,12.0,Private for-profit,4-year or above
Brookdale Community College,New Jersey,-74.132746,40.324906,11856.0,5535.0,6321.0,Public,2-year
Brookhaven College,Texas,-96.850152,32.928231,13726.0,1795.0,11931.0,Public,2-year
Brookline College-Albuquerque,New Mexico,-106.68749,35.08781,312.0,296.0,16.0,Private for-profit,4-year or above
Brookline College-Phoenix,Arizona,-112.112473,33.566102,1251.0,713.0,538.0,Private for-profit,4-year or above
Brookline College-Tempe,Arizona,-111.961365,33.4163,373.0,220.0,153.0,Private for-profit,2-year
Brookline College-Tucson,Arizona,-110.876375,32.207932,290.0,201.0,89.0,Private for-profit,4-year or above
Broward College,Florida,-80.14183,26.119422,40784.0,11749.0,29035.0,Public,4-year or above
Brown College of Court Reporting,Georgia,-84.389979,33.784769,181.0,36.0,145.0,Private for-profit,2-year
Brown University,Rhode Island,-71.40385,41.82617,10257.0,9648.0,609.0,Private not-for-profit,4-year or above
Brunswick Community College,North Carolina,-78.22979000000002,34.038973,1482.0,553.0,929.0,Public,2-year
Bryan College of Health Sciences,Nebraska,-96.651532,40.796768,716.0,408.0,308.0,Private not-for-profit,4-year or above
Bryan College-Dayton,Tennessee,-84.99955200000002,35.49720900000001,1363.0,705.0,658.0,Private not-for-profit,4-year or above
Bryan University,Missouri,-93.248107,37.135397,194.0,194.0,0.0,Private for-profit,4-year or above
Bryan University,Arkansas,-94.17008,36.334163,56.0,56.0,0.0,Private for-profit,2-year
Bryan University,Arizona,-111.944197,33.437779,1083.0,1083.0,0.0,Private for-profit,4-year or above
Bryant & Stratton College-Akron,Ohio,-81.65509499999997,41.1282,123.0,74.0,49.0,Private for-profit,4-year or above
Bryant & Stratton College-Albany,New York,-73.809977,42.698125,419.0,287.0,132.0,Private for-profit,4-year or above
Bryant & Stratton College-Amherst,New York,-78.742813,43.04079,317.0,176.0,141.0,Private for-profit,4-year or above
Bryant & Stratton College-Bayshore,Wisconsin,-87.9154,43.118941,425.0,252.0,173.0,Private for-profit,4-year or above
Bryant & Stratton College-Buffalo,New York,-78.873296,42.886492,499.0,326.0,173.0,Private for-profit,4-year or above
Bryant & Stratton College-Cleveland,Ohio,-81.666136,41.50300900000001,202.0,108.0,94.0,Private for-profit,4-year or above
Bryant & Stratton College-Greece,New York,-77.69559,43.240547,223.0,156.0,67.0,Private for-profit,4-year or above
Bryant & Stratton College-Hampton,Virginia,-76.39185,37.044229,333.0,176.0,157.0,Private for-profit,4-year or above
Bryant & Stratton College-Henrietta,New York,-77.602378,43.084122,222.0,140.0,82.0,Private for-profit,2-year
Bryant & Stratton College-Online,New York,-78.770363,42.790174,4442.0,2924.0,1518.0,Private for-profit,4-year or above
Bryant & Stratton College-Parma,Ohio,-81.781757,41.404607,309.0,206.0,103.0,Private for-profit,4-year or above
Bryant & Stratton College-Racine,Wisconsin,-87.86510600000003,42.717969,103.0,67.0,36.0,Private for-profit,4-year or above
Bryant & Stratton College-Richmond,Virginia,-77.543378,37.45955,741.0,390.0,351.0,Private for-profit,4-year or above
Bryant & Stratton College-Solon,Ohio,-81.445939,41.390012,182.0,129.0,53.0,Private for-profit,4-year or above
Bryant & Stratton College-Southtowns,New York,-78.768896,42.790162,195.0,115.0,80.0,Private for-profit,4-year or above
Bryant & Stratton College-Syracuse,New York,-76.136679,43.058795,413.0,333.0,80.0,Private for-profit,2-year
Bryant & Stratton College-Syracuse North,New York,-76.240137,43.189703,263.0,173.0,90.0,Private for-profit,4-year or above
Bryant & Stratton College-Virginia Beach,Virginia,-76.13819000000002,36.827826,529.0,382.0,147.0,Private for-profit,4-year or above
Bryant & Stratton College-Wauwatosa,Wisconsin,-88.050983,43.043215,797.0,471.0,326.0,Private for-profit,4-year or above
Bryant University,Rhode Island,-71.539547,41.920092,3788.0,3622.0,166.0,Private not-for-profit,4-year or above
Bryn Athyn College of the New Church,Pennsylvania,-75.060808,40.134393,305.0,292.0,13.0,Private not-for-profit,4-year or above
Bryn Mawr College,Pennsylvania,-75.313223,40.02736,1690.0,1632.0,58.0,Private not-for-profit,4-year or above
Bucknell University,Pennsylvania,-76.882616,40.954317,3668.0,3621.0,47.0,Private not-for-profit,4-year or above
Bucks County Community College,Pennsylvania,-74.965841,40.239102,7761.0,2852.0,4909.0,Public,2-year
Buena Vista University,Iowa,-95.208529,42.642255,1846.0,1405.0,441.0,Private not-for-profit,4-year or above
Bunker Hill Community College,Massachusetts,-71.069263,42.374806,12522.0,4156.0,8366.0,Public,2-year
Butler Community College,Kansas,-96.882987,37.806699,8374.0,3518.0,4856.0,Public,2-year
Butler County Community College,Pennsylvania,-79.911433,40.829364,3305.0,1395.0,1910.0,Public,2-year
Butler University,Indiana,-86.172167,39.8374,5495.0,4955.0,540.0,Private not-for-profit,4-year or above
Butte College,California,-121.644831,39.649782,10872.0,4798.0,6074.0,Public,2-year
Cabarrus College of Health Sciences,North Carolina,-80.600824,35.440038,433.0,179.0,254.0,Private not-for-profit,4-year or above
Cabrillo College,California,-121.924797,36.989448,11321.0,4002.0,7319.0,Public,2-year
Cabrini University,Pennsylvania,-75.375263,40.056355,2285.0,1582.0,703.0,Private not-for-profit,4-year or above
Cairn University-Langhorne,Pennsylvania,-74.909509,40.165809,1143.0,811.0,332.0,Private not-for-profit,4-year or above
Caldwell Community College and Technical Institute,North Carolina,-81.484148,35.85460399999999,3581.0,1284.0,2297.0,Public,2-year
Caldwell University,New Jersey,-74.272571,40.832753,2189.0,1664.0,525.0,Private not-for-profit,4-year or above
California Aeronautical University,California,-119.049264,35.434905,306.0,306.0,0.0,Private for-profit,4-year or above
California Baptist University,California,-117.425619,33.929321,10486.0,8360.0,2126.0,Private not-for-profit,4-year or above
California Career College,California,-118.601794,34.197565999999995,147.0,133.0,14.0,Private for-profit,2-year
California Christian College,California,-119.711123,36.749366,13.0,6.0,7.0,Private not-for-profit,4-year or above
California College of the Arts,California,-122.399451,37.767485,1805.0,1710.0,95.0,Private not-for-profit,4-year or above
California College San Diego,California,-117.166966,32.835221000000004,761.0,761.0,0.0,Private not-for-profit,4-year or above
California College San Diego,California,-117.160658,33.138303,300.0,300.0,0.0,Private not-for-profit,4-year or above
California Institute of Arts & Technology,California,-117.134199,32.770776,530.0,491.0,39.0,Private for-profit,2-year
California Institute of Integral Studies,California,-122.416102,37.774924,1452.0,1128.0,324.0,Private not-for-profit,4-year or above
California Institute of Technology,California,-118.125878,34.137349,2233.0,2233.0,0.0,Private not-for-profit,4-year or above
California Institute of the Arts,California,-118.566837,34.39327,1506.0,1487.0,19.0,Private not-for-profit,4-year or above
California Intercontinental University,California,-117.850961,33.696413,505.0,22.0,483.0,Private for-profit,4-year or above
California Jazz Conservatory,California,-122.268878,37.871235,54.0,31.0,23.0,Private not-for-profit,4-year or above
California Lutheran University,California,-118.878924,34.224566,4383.0,3961.0,422.0,Private not-for-profit,4-year or above
